TIME,FSC-A,FSC-H,BSC-A,BSC-H,Pacific Blue-A,Pacific Blue-H,EGFP-A,EGFP-H,miRFP670-A,miRFP670-H
0.1626057,366431.4,282432.7,269386.4,170899.7,647.3463,1225.28,258.828,266.56,7741.719,8673.28
0.1635429,252956.8,218889.4,212424.1,145794.9,747.2971,1787.52,387.1536,498.4,2673.491,3908.8
0.1643429,240717.1,232533.3,154996.8,124609,783.8594,1860.32,75.2907,236.32,4050.677,5216.96
0.16488,541582.8,319250.4,523527.2,256232.5,2485.113,2680.16,565.9907,676.48,19811.89,15439.2
0.1653714,379994.7,285986.4,291834.1,175482.7,1479.129,1673.28,229.6626,304.64,6514.509,7066.08
0.1654629,439572.6,314211.5,568262.4,365949.9,1020.767,1312.64,60.33437,184.8,3457.264,3707.2
0.1658514,459747,301211.7,410985.8,227814.7,1058.499,1266.72,194.8331,426.72,6531.848,7610.4
0.1658629,275483.5,255235.7,177376.4,121084.3,1526.012,2136.96,235.121,383.04,7254.799,7883.68
0.1663086,208531.1,181642.7,201643.6,163979.2,867.4893,2369.92,132.2786,359.52,8817.536,9385.6
0.1667657,305800.7,241080,240302.5,156022.7,208.544,1451.52,266.0192,411.04,4483.804,5971.84
0.1673029,401270.5,255802.4,389263.3,202811.8,480.9746,1484,411.6513,367.36,11491.98,12433.12
0.1678857,270538.7,261781,170799.2,122584,1350.457,2572.64,142.4588,358.4,5351.802,6602.4
0.1679429,446575.8,289356.5,456571.1,221416.2,1087.762,1815.52,467.1013,417.76,7638.844,6942.88
0.1688571,416943.1,431969.4,289450.9,198158.2,138.6033,1095.36,85.12441,275.52,2956.503,4396
0.1689486,427707,283920,521027.8,298301.9,1213.857,1641.92,357.1327,471.52,7612.246,7557.76
0.1694629,250109.4,211497.4,340353.3,260252.2,995.23,2232.16,487.4077,751.52,1873.939,3418.24
